fundname,fundid,fundtype,fundcompany,fundsize,todayestnav,yestnav,accumnav,todayrate,weekrate,monthrate,threemonthrate,sixmonthrate,fromthisyearrate,yearrate,twoyearrate,threeyearrate,industry1,industry1ratio,industry2,industry2ratio,category,date
融通创业板指数增强,161613,股票指数,融通基金,4.76亿,0.8546,0.8660,2.1260,-1.32,2.97,12.03,4.34,-2.48,6.00,-10.54,-9.70,-17.89,制造业,48.52%,信息传输、软件和信息技术服务业,22.34%,净值型,2018-03-16
融通内需驱动混合,161611,混合型,融通基金,2.18亿,1.0316,1.0370,1.1570,-0.52,0.00,6.69,8.13,8.25,7.80,11.99,5.71,4.43,制造业,36.74%,批发和零售业,16.48%,净值型,2018-03-16
融通通乾研究精选混合,002989,混合型,融通基金,13.14亿,1.1116,1.1189,4.3642,-0.65,0.59,2.75,6.51,10.22,4.02,27.80,0,0,制造业,37.48%,金融业,30.58%,净值型,2018-03-16
融通岁岁添利债券A,161618,定开债券,融通基金,8.83亿,1.0682,1.0680,1.3410,0.02,-0.09,0.66,1.42,1.90,1.32,3.35,3.61,17.88,,,,,净值型,2018-03-16
融通领先成长混合(LOF),161610,混合型,融通基金,35.41亿,1.0324,1.0430,3.0590,-1.02,1.26,6.10,5.14,10.84,3.37,19.06,17.19,5.78,制造业,56.69%,金融业,7.84%,净值型,2018-03-16
融通四季添利债券(LOF),161614,债券型,融通基金,8.61亿,1.0348,1.0350,1.3550,-0.02,0.10,0.58,0.10,0.29,0.49,1.16,4.44,13.77,制造业,2.59%,租赁和商务服务业,2.02%,净值型,2018-03-16
融通深证成份指数A,161612,股票指数,融通基金,1.54亿,0.9154,0.9240,0.9340,-0.93,1.20,6.70,1.87,1.76,1.32,8.58,22.22,-2.24,制造业,59.93%,信息传输、软件和信息技术服务业,8.87%,净值型,2018-03-16
融通动力先锋混合,161609,混合型,融通基金,9.17亿,1.7472,1.7630,2.3080,-0.90,1.03,8.43,0.00,2.08,-0.51,4.82,25.21,3.64,制造业,55.94%,金融业,12.61%,净值型,2018-03-16
融通岁岁添利债券B,161619,定开债券,融通基金,1.01亿,1.0652,1.0650,1.3210,0.02,-0.09,0.57,1.42,1.71,1.23,3.00,2.92,16.82,,,,,净值型,2018-03-16
融通债券A/B,161603,债券型,融通基金,1.06亿,1.2283,1.2280,1.8120,0.02,-0.16,0.66,1.65,1.40,1.57,2.66,1.82,12.78,,,,,净值型,2018-03-16
融通深证100,161604,股票指数,融通基金,78.17亿,1.2907,1.3070,2.9050,-1.25,1.48,5.15,3.48,7.84,1.95,19.83,38.76,19.40,制造业,60.89%,金融业,10.73%,净值型,2018-03-16
融通蓝筹成长,161605,混合型,融通基金,7.91亿,1.2990,1.3120,2.9750,-0.99,1.08,4.38,3.53,4.84,2.96,11.75,17.72,19.87,制造业,43.32%,金融业,9.81%,净值型,2018-03-16
国投瑞银中国价值发现股票,161229,QDII,国投瑞银基金,1.78亿,1.3821,1.3860,1.5560,-0.28,3.13,4.05,3.50,7.93,2.06,22.55,51.38,0,,,,,净值型,2018-03-16
国投瑞银瑞盛混合(LOF),161232,混合型,国投瑞银基金,9.43亿,0.8257,0.8250,0.8250,0.09,1.48,9.27,-2.60,-9.64,-1.79,-15.30,0,0,制造业,50.68%,建筑业,7.94%,净值型,2018-03-16
银河通利债券(LOF)A,161505,债券型,银河基金,4.95亿,1.0852,1.0850,1.4750,0.02,0.09,0.46,1.02,0.28,1.12,2.17,3.04,20.95,金融业,8.23%,采矿业,4.87%,净值型,2018-03-16
融通行业景气,161606,混合型,融通基金,10.14亿,1.1594,1.1680,3.1080,-0.74,2.01,4.94,8.45,9.47,5.61,16.68,19.06,30.07,制造业,64.79%,采矿业,9.19%,净值型,2018-03-16
银河通利债券(LOF)C,161506,债券型,银河基金,0.12亿,1.1212,1.1210,1.4710,0.02,0.09,0.45,0.99,0.09,0.99,1.82,2.47,19.72,金融业,8.23%,采矿业,4.87%,净值型,2018-03-16
国投瑞银深证100指数,161227,股票指数,国投瑞银基金,5.03亿,1.0626,1.0760,2.0350,-1.24,1.51,5.18,3.26,6.32,1.89,18.37,36.72,0,制造业,58.45%,金融业,10.45%,净值型,2018-03-16
国投瑞银瑞泰定增混合,161233,混合型,国投瑞银基金,9.65亿,0.9951,0.9975,0.9975,-0.24,0.06,2.50,-1.06,-2.60,-0.76,-0.43,0,0,制造业,11.36%,信息传输、软件和信息技术服务业,9.21%,净值型,2018-03-16
国投瑞银瑞盈混合(LOF),161225,混合型,国投瑞银基金,2.14亿,1.2612,1.2710,1.2920,-0.77,0.16,8.63,3.00,5.83,2.58,14.61,49.74,0,制造业,39.71%,建筑业,24.85%,净值型,2018-03-16
国投瑞银白银期货(LOF),161226,混合型,国投瑞银基金,3.74亿,0.8110,0.8110,0.8110,0.00,-0.25,-0.37,-2.17,-9.99,-4.92,-15.26,-14.45,0,,,,,净值型,2018-03-16
国投瑞银新丝路混合(LOF),161224,混合型,国投瑞银基金,2.15亿,1.0026,1.0090,1.1660,-0.64,1.71,7.80,2.33,-7.60,2.44,-7.69,7.80,0,制造业,35.87%,房地产业,27.13%,净值型,2018-03-16
国投瑞银新兴产业,161219,混合型,国投瑞银基金,1.25亿,1.3182,1.3280,2.3820,-0.74,0.84,6.92,0.38,-1.26,0.15,4.65,27.65,65.38,制造业,35.19%,建筑业,20.84%,净值型,2018-03-16
国投瑞银中证创业指数分级,161223,股票指数,国投瑞银基金,3.95亿,1.0932,1.1060,0.7320,-1.16,2.03,8.22,-2.46,-9.65,-1.90,-5.02,6.12,0,制造业,48.67%,信息传输、软件和信息技术服务业,9.72%,净值型,2018-03-16
国投瑞银双债债券(LOF)A,161216,债券型,国投瑞银基金,0.97亿,1.0682,1.0680,1.5670,0.02,0.19,1.14,1.81,1.33,1.81,4.20,6.09,13.30,交通运输、仓储和邮政业,0.00%,,,净值型,2018-03-16
国投瑞银双债债券C,161221,债券型,国投瑞银基金,0.06亿,1.0642,1.0640,1.3960,0.02,0.09,1.04,1.62,1.04,1.62,3.70,5.17,11.86,交通运输、仓储和邮政业,0.00%,,,净值型,2018-03-16
国投沪深300金融地产联接,161211,联接基金,国投瑞银基金,4.89亿,1.5805,1.5885,1.5885,-0.51,-0.86,0.27,2.44,4.50,1.58,18.80,37.66,18.49,金融业,3.00%,房地产业,0.41%,净值型,2018-03-16
国投瑞银瑞利混合(LOF),161222,混合型,国投瑞银基金,2.77亿,1.2227,1.2340,1.2560,-0.92,0.90,5.02,3.52,7.68,2.32,18.09,28.01,25.34,制造业,46.60%,金融业,10.63%,净值型,2018-03-16
国投瑞银中证指数,161217,股票指数,国投瑞银基金,1.79亿,0.7731,0.7840,0.7840,-1.39,1.82,4.26,6.09,-4.27,1.16,15.29,43.59,11.68,采矿业,48.74%,制造业,43.70%,净值型,2018-03-16
国投瑞银消费服务指数,161213,股票指数,国投瑞银基金,0.52亿,1.6607,1.6750,1.6750,-0.85,1.52,5.48,5.21,12.27,3.84,20.59,45.40,30.15,制造业,57.04%,信息传输、软件和信息技术服务业,13.15%,净值型,2018-03-16
易方达香港恒生综合小型股指数,161124,QDII-指数,易方达基金,1.54亿,1.1504,1.1546,1.1546,-0.36,2.84,6.93,8.48,6.66,5.24,8.12,0,0,,,,,净值型,2018-03-16
易标普信息科技人民币,161128,QDII-指数,易方达基金,0.46亿,1.2871,1.2805,1.2805,0.52,1.28,5.37,5.24,15.20,5.86,21.57,0,0,,,,,净值型,2018-03-16
易方达纳斯达克100人民币,161130,QDII-指数,易方达基金,0.72亿,1.1063,1.1084,1.1084,-0.19,1.40,4.74,4.60,12.10,5.75,0,0,0,,,,,净值型,2018-03-16
国投瑞银沪深300,161207,股票指数,国投瑞银基金,2.28亿,1.0396,1.0490,1.3770,-0.90,0.38,3.15,3.05,7.50,1.84,20.63,48.34,28.66,制造业,37.12%,金融业,31.04%,净值型,2018-03-16
易标普生物科技人民币,161127,QDII-指数,易方达基金,0.79亿,1.3301,1.3234,1.3234,0.51,0.23,3.21,11.00,9.33,7.54,20.25,0,0,,,,,净值型,2018-03-16
国投瑞银新兴市场,161210,QDII,国投瑞银基金,0.35亿,1.0751,1.0790,1.0790,-0.36,2.86,4.05,2.86,8.44,0.47,15.15,46.01,19.23,,,,,净值型,2018-03-16
易方达标普500指数人民币,161125,QDII-指数,易方达基金,1.61亿,1.1048,1.0995,1.0995,0.48,0.69,1.61,-0.29,6.51,-0.06,6.17,0,0,,,,,净值型,2018-03-16
国投瑞银优化强债A/B,121012,债券型,国投瑞银基金,8.41亿,1.3539,1.3540,1.6880,-0.01,-0.15,1.58,2.81,2.19,2.73,5.32,10.65,20.69,采矿业,6.59%,制造业,4.60%,净值型,2018-03-16
易方达标普医疗保健人民币,161126,QDII-指数,易方达基金,0.34亿,1.1327,1.1269,1.1269,0.52,0.64,1.84,0.81,1.47,0.69,5.15,0,0,,,,,净值型,2018-03-16
易方达新综合债券A,161119,债券指数,易方达基金,1.81亿,1.2529,1.2527,1.2527,0.02,-0.02,0.51,1.10,0.87,1.08,2.58,4.02,15.79,,,,,净值型,2018-03-16
易方达新综合债券C,161120,债券指数,易方达基金,0.32亿,1.2354,1.2352,1.2352,0.02,-0.02,0.48,1.00,0.68,1.00,2.20,3.33,14.71,,,,,净值型,2018-03-16
易方达黄金主题,161116,QDII,易方达基金,3.08亿,0.6926,0.6920,0.6920,0.09,-0.14,-2.54,-1.42,-4.95,-3.22,-3.49,-1.00,8.63,,,,,净值型,2018-03-16
易方达永旭添利债券,161117,定开债券,易方达基金,17.28亿,1.0383,1.0380,1.4020,0.03,0.10,0.58,1.66,2.15,1.66,3.54,5.38,19.08,,,,,净值型,2018-03-16
富国中证工业4.0指数分级,161031,股票指数,富国基金,18.79亿,0.8743,0.8870,0.5440,-1.43,2.66,14.60,-0.45,-4.41,2.66,-4.91,4.32,0,制造业,83.35%,信息传输、软件和信息技术服务业,9.85%,净值型,2018-03-16
富国中证医药主题指数增强,161035,股票指数,富国基金,1.71亿,1.0203,1.0220,1.0220,-0.17,-0.87,9.19,6.02,9.42,4.71,7.92,0,0,制造业,78.36%,批发和零售业,11.26%,净值型,2018-03-16
易方达岁丰添利债券(LOF),161115,债券型,易方达基金,2.41亿,1.3236,1.3250,1.9090,-0.11,0.15,0.68,-0.08,-0.97,-0.38,1.07,2.18,16.62,制造业,7.58%,金融业,0.90%,净值型,2018-03-16
富国中证煤炭指数分级,161032,股票指数,富国基金,3.37亿,1.1531,1.1750,0.7390,-1.86,0.69,0.09,3.71,-10.02,-1.76,6.32,25.19,0,采矿业,78.35%,制造业,13.58%,净值型,2018-03-16
富国中证银行指数分级,161029,股票指数,富国基金,6.44亿,1.0537,1.0630,1.1250,-0.88,-1.48,-1.76,3.81,4.86,2.31,14.60,30.12,0,金融业,90.80%,制造业,0.08%,净值型,2018-03-16
富国中证智能汽车(LOF),161033,股票指数,富国基金,0.63亿,1.0206,1.0350,1.0350,-1.39,2.37,12.50,-4.34,-7.42,-1.90,2.88,3.09,0,制造业,73.93%,信息传输、软件和信息技术服务业,17.50%,净值型,2018-03-16
富国中证娱乐主题指数增强型,161036,股票指数,富国基金,0.80亿,0.8707,0.8734,0.8734,-0.30,1.66,8.88,1.49,-11.04,3.14,-12.66,0,0,文化、体育和娱乐业,43.04%,信息传输、软件和信息技术服务业,24.70%,净值型,2018-03-16
富国新兴成长量化精选混合,161038,混合型,富国基金,1.53亿,1.0424,1.0490,1.0490,-0.63,0.57,6.23,3.42,0.83,2.65,0,0,0,制造业,53.82%,信息传输、软件和信息技术服务业,11.02%,净值型,2018-03-16
富国创业板指数分级,161022,股票指数,富国基金,51.49亿,0.7796,0.7900,1.6260,-1.32,3.13,12.38,4.39,-2.70,6.29,-7.23,-7.43,-15.51,制造业,46.38%,信息传输、软件和信息技术服务业,25.89%,净值型,2018-03-16
富国中证体育产业指数分级,161030,股票指数,富国基金,1.68亿,0.8720,0.8740,0.5780,-0.23,2.70,12.63,-1.69,-15.60,-0.46,-27.17,-24.68,0,制造业,38.46%,信息传输、软件和信息技术服务业,20.94%,净值型,2018-03-16
富国中证移动互联网指数分级,161025,股票指数,富国基金,13.11亿,1.0968,1.1120,1.4780,-1.36,2.02,11.31,-0.27,0.65,1.65,2.99,5.63,-27.95,制造业,61.05%,信息传输、软件和信息技术服务业,15.49%,净值型,2018-03-16
富国中证国企改革指数分级,161026,股票指数,富国基金,105.52亿,0.9364,0.9440,1.2340,-0.80,0.21,3.06,0.43,1.64,-1.36,7.88,26.57,-5.54,制造业,34.29%,建筑业,12.13%,净值型,2018-03-16
富国中证500,161017,股票指数,富国基金,10.88亿,2.2281,2.2370,2.2370,-0.40,0.36,6.63,0.99,-0.84,0.31,4.78,32.29,25.60,制造业,50.01%,信息传输、软件和信息技术服务业,10.72%,净值型,2018-03-16
富国中证全指证券公司指数分级,161027,股票指数,富国基金,35.39亿,0.8436,0.8530,0.5260,-1.10,0.35,2.90,-6.26,-17.42,-3.72,-13.62,-6.82,0,金融业,90.24%,制造业,0.01%,净值型,2018-03-16
富国天盈债券(LOF),161015,债券型,富国基金,1.76亿,0.9412,0.9410,1.5820,0.02,0.11,0.43,1.18,0.97,1.18,2.84,5.38,12.29,金融业,8.71%,采矿业,3.55%,净值型,2018-03-16
富国汇利回报两年定期开放债券,161014,债券型,富国基金,6.41亿,1.0917,1.0915,1.5403,0.02,0.25,0.74,1.82,2.10,1.63,4.15,6.59,16.20,批发和零售业,0.19%,,,净值型,2018-03-16
富国中证高端制造指数增强型,161037,股票指数,富国基金,0.67亿,--,1.1682,1.1682,0,1.20,10.19,3.04,6.04,0.98,0,0,0,制造业,91.58%,批发和零售业,1.54%,净值型,2018-03-16
富国天丰强化债券(LOF),161010,债券型,富国基金,4.32亿,1.0367,1.0370,1.6440,-0.03,0.39,0.88,2.07,-4.34,1.87,0.99,-0.84,15.12,金融业,3.84%,制造业,1.05%,净值型,2018-03-16
富国天惠成长混合A,161005,混合型,富国基金,51.03亿,2.1737,2.1990,4.8870,-1.15,1.77,7.43,3.76,12.07,3.49,25.88,53.81,53.05,制造业,70.68%,租赁和商务服务业,6.16%,净值型,2018-03-16
大成恒生综合中小型股指数,160922,QDII-指数,大成基金,0.69亿,1.1637,1.1680,1.1680,-0.36,1.83,8.15,4.47,5.61,0.78,10.40,0,0,,,,,净值型,2018-03-16
大成景丰债券(LOF),160915,债券型,大成基金,2.35亿,1.1241,1.1250,1.6610,-0.08,0.36,0.99,0.90,0.36,0.27,1.35,0.54,15.96,制造业,13.80%,农、林、牧、渔业,2.36%,净值型,2018-03-16
大成恒生指数,160924,QDII-指数,大成基金,2.11亿,1.0611,1.0650,1.0650,-0.36,2.50,6.39,3.80,6.61,1.62,0,0,0,,,,,净值型,2018-03-16
富国新天锋定期开放债券,161019,定开债券,富国基金,4.33亿,0.9997,1.0000,1.3790,-0.03,0.20,0.20,0.50,-0.10,0.10,1.51,4.29,14.66,金融业,3.07%,制造业,1.05%,净值型,2018-03-16
大成中小盘混合(LOF),160918,混合型,大成基金,3.62亿,2.0858,2.1010,5.0360,-0.72,1.64,7.74,7.85,17.47,5.21,24.46,35.70,81.78,制造业,56.95%,金融业,6.87%,净值型,2018-03-16
长盛同盛成长优选,160813,混合型,长盛基金,2.00亿,0.8375,0.8420,3.2920,-0.54,-0.59,2.93,2.18,4.60,0.72,3.69,5.38,-22.32,制造业,39.81%,金融业,16.43%,净值型,2018-03-16
大成产业升级股票,160919,股票型,大成基金,2.31亿,1.1992,1.2080,3.1940,-0.73,0.92,7.86,-1.71,-3.90,-2.11,5.69,17.17,-2.89,制造业,71.10%,建筑业,10.03%,净值型,2018-03-16
大成定增灵活配置混合,160921,混合型,大成基金,10.06亿,0.9813,0.9890,1.0110,-0.77,-0.80,4.77,0.94,1.65,1.14,0.53,0,0,制造业,53.29%,交通运输、仓储和邮政业,14.57%,净值型,2018-03-16
大成优选混合(LOF),160916,混合型,大成基金,8.41亿,2.8164,2.8410,2.2210,-0.87,-0.14,5.11,2.97,9.65,1.72,23.52,55.50,60.69,制造业,60.69%,批发和零售业,9.29%,净值型,2018-03-16
大成创新成长混合,160910,混合型,大成基金,24.00亿,1.0314,1.0410,2.4260,-0.92,-0.38,3.17,2.30,9.18,-0.54,24.59,39.99,16.82,制造业,61.19%,金融业,12.66%,净值型,2018-03-16
长盛同瑞200分级,160808,股票指数,长盛基金,0.13亿,1.0242,1.0320,1.6880,-0.75,0.88,6.61,-0.12,-2.62,-0.59,1.81,12.32,-24.08,制造业,48.89%,金融业,8.74%,净值型,2018-03-16
长盛同庆中证800(LOF),160806,股票指数,长盛基金,1.50亿,1.4472,1.4590,1.3350,-0.81,0.41,4.14,1.96,3.84,0.90,13.28,28.89,10.28,制造业,42.43%,金融业,23.80%,净值型,2018-03-16
长盛同智优势,160805,混合型,长盛基金,6.76亿,0.8373,0.8436,2.4238,-0.74,0.68,4.01,0.14,3.38,-1.74,-0.93,-4.08,-18.31,制造业,50.83%,金融业,7.14%,净值型,2018-03-16
嘉实中证中期企业债指数C,160721,债券指数,嘉实基金,0.08亿,1.0687,1.0685,1.1724,0.02,-0.04,0.15,0.61,-1.13,0.57,0.26,-1.71,9.65,,,,,净值型,2018-03-16
嘉实原油(QDII-LOF),160723,QDII,嘉实基金,0.36亿,--,1.0808,1.0808,0,-0.50,1.56,2.23,13.59,-1.90,0,0,0,,,,,净值型,2018-03-16
长盛同益成长回报,160812,混合型,长盛基金,1.68亿,1.5384,1.5520,4.8670,-0.87,0.26,4.30,2.65,3.26,1.17,5.58,16.25,-1.83,制造业,45.99%,房地产业,12.30%,净值型,2018-03-16
长盛沪深300,160807,股票指数,长盛基金,0.55亿,1.3218,1.3340,1.3840,-0.92,0.38,3.01,2.30,4.63,1.44,16.40,32.47,11.91,制造业,36.86%,金融业,32.01%,净值型,2018-03-16
嘉实中证中期企业债指数A,160720,债券指数,嘉实基金,4.75亿,1.0622,1.0620,1.1704,0.02,-0.04,0.17,0.69,-0.98,0.64,0.51,-1.41,8.96,,,,,净值型,2018-03-16
嘉实基本面50,160716,股票指数,嘉实基金,17.70亿,1.5830,1.5948,1.5948,-0.74,-0.39,0.14,4.24,8.56,2.59,25.44,53.85,52.13,金融业,54.02%,制造业,15.96%,净值型,2018-03-16
嘉实恒生中国企业,160717,QDII-指数,嘉实基金,4.56亿,0.8564,0.8629,0.8629,-0.75,2.40,2.48,3.81,7.10,2.97,10.91,39.20,3.39,,,,,净值型,2018-03-16
嘉实惠泽定增混合,160722,混合型,嘉实基金,33.41亿,1.0262,1.0296,1.0540,-0.33,0.11,1.49,0.52,1.32,1.47,4.11,0,0,住宿和餐饮业,12.01%,制造业,10.72%,净值型,2018-03-16
嘉实黄金,160719,QDII,嘉实基金,1.73亿,--,0.6920,0.6920,0,-0.29,-1.98,0.73,-4.16,-1.84,-1.28,0.29,11.43,,,,,净值型,2018-03-16
鹏华新能源分级,160640,股票指数,鹏华基金,0.51亿,0.8862,0.8940,0.5510,-0.87,3.00,9.16,-1.00,-8.02,-1.32,-1.20,19.31,0,制造业,78.87%,电力、热力、燃气及水生产和供应业,7.20%,净值型,2018-03-16
鹏华高铁分级,160639,股票指数,鹏华基金,2.67亿,1.0348,1.0380,0.4230,-0.31,0.10,3.18,-9.61,-14.51,-9.37,-16.83,-7.08,0,制造业,59.92%,建筑业,33.96%,净值型,2018-03-16
鹏华中证空天一体(LOF),160643,股票指数,鹏华基金,0.52亿,--,0.8707,0.8707,0,0.15,13.28,-10.84,-17.20,-6.18,0,0,0,制造业,88.53%,信息传输、软件和信息技术服务业,4.46%,净值型,2018-03-16
鹏华一带一路分级,160638,股票指数,鹏华基金,6.65亿,0.7723,0.7770,0.5310,-0.61,0.13,4.30,-3.96,-6.39,-4.55,-5.26,15.13,0,制造业,47.34%,建筑业,22.16%,净值型,2018-03-16
鹏华互联网分级,160636,股票指数,鹏华基金,1.52亿,1.0810,1.0960,0.6950,-1.36,2.72,11.95,1.01,2.57,2.81,6.28,16.54,0,制造业,62.52%,信息传输、软件和信息技术服务业,15.95%,净值型,2018-03-16
鹏华中证医药卫生(LOF),160635,股票指数,鹏华基金,0.30亿,1.1147,1.1160,1.0120,-0.12,0.09,7.62,4.01,10.28,2.76,11.49,24.46,0,制造业,80.09%,批发和零售业,8.66%,净值型,2018-03-16
鹏华证券分级,160633,股票指数,鹏华基金,7.13亿,0.8021,0.8110,0.5340,-1.10,0.25,3.05,-6.35,-17.47,-3.68,-12.79,-4.60,0,金融业,94.24%,制造业,0.07%,净值型,2018-03-16
鹏华港美互联股票,160644,QDII,鹏华基金,2.49亿,--,0.9581,0.9581,0,0.78,1.43,-1.68,0,-1.19,0,0,0,,,,,净值型,2018-03-16
鹏华环保分级,160634,股票指数,鹏华基金,1.38亿,1.0589,1.0620,0.7440,-0.29,0.85,8.04,-5.09,-9.22,-4.84,-4.74,17.79,0,制造业,59.49%,电力、热力、燃气及水生产和供应业,15.03%,净值型,2018-03-16
鹏华增瑞混合,160642,混合型,鹏华基金,8.37亿,1.0101,1.0129,1.0129,-0.28,-0.38,4.82,-0.22,-1.90,-2.38,-1.56,0,0,制造业,49.71%,房地产业,10.43%,净值型,2018-03-16
嘉实多利分级债券,160718,债券型,嘉实基金,0.90亿,1.0314,1.0320,1.3315,-0.05,0.03,0.94,1.46,2.43,1.36,4.86,9.78,14.69,制造业,7.70%,金融业,2.01%,净值型,2018-03-16
鹏华信息分级,160626,股票指数,鹏华基金,3.02亿,1.2600,1.2720,1.7750,-0.95,2.25,12.87,2.23,4.54,3.87,12.63,30.59,4.80,制造业,58.88%,信息传输、软件和信息技术服务业,35.52%,净值型,2018-03-16
鹏华创业板分级,160637,股票指数,鹏华基金,4.18亿,0.7986,0.8100,0.5420,-1.41,3.05,11.72,3.45,-4.03,5.33,-8.56,-7.17,0,制造业,46.81%,信息传输、软件和信息技术服务业,22.51%,净值型,2018-03-16
鹏华策略优选混合,160627,混合型,鹏华基金,2.92亿,1.6063,1.6140,1.3110,-0.48,-0.49,1.77,2.15,-2.60,-0.98,11.54,35.74,17.55,制造业,37.69%,采矿业,33.49%,净值型,2018-03-16
鹏华证券保险分级,160625,股票指数,鹏华基金,13.08亿,1.1964,1.2030,1.7700,-0.55,0.17,3.00,-5.75,-7.95,-3.98,5.27,17.50,-22.69,金融业,94.70%,制造业,0.04%,净值型,2018-03-16
鹏华传媒分级,160629,股票指数,鹏华基金,4.11亿,0.8204,0.8250,1.2680,-0.56,2.23,10.15,0.12,-9.02,2.23,-17.68,-18.07,-37.40,信息传输、软件和信息技术服务业,56.56%,文化、体育和娱乐业,24.42%,净值型,2018-03-16
鹏华资源分级,160620,股票指数,鹏华基金,3.77亿,1.2407,1.2590,0.8980,-1.45,1.53,5.27,2.11,-9.76,-2.77,6.35,29.26,3.14,采矿业,47.78%,制造业,42.90%,净值型,2018-03-16
鹏华银行分级,160631,股票指数,鹏华基金,50.60亿,0.9645,0.9730,1.0330,-0.88,-1.22,-2.01,3.62,3.68,2.21,13.61,27.05,0,金融业,94.76%,制造业,0.01%,净值型,2018-03-16
鹏华中证500,160616,股票指数,鹏华基金,3.21亿,1.3076,1.3140,1.3140,-0.48,0.69,7.09,-1.72,-6.28,-1.94,-2.30,15.98,2.18,制造业,56.23%,信息传输、软件和信息技术服务业,7.83%,净值型,2018-03-16
鹏华丰利债券(LOF),160622,债券型,鹏华基金,9.40亿,0.9862,0.9860,1.2000,0.02,-0.10,0.41,1.02,-1.50,1.02,-0.10,2.18,14.50,金融业,2.58%,,,净值型,2018-03-16
鹏华丰和债券(LOF),160621,债券型,鹏华基金,2.04亿,1.0839,1.0850,1.4270,-0.10,0.56,1.21,0.74,0.84,0.09,2.94,4.19,16.09,制造业,7.09%,文化、体育和娱乐业,2.61%,净值型,2018-03-16
鹏华沪深300,160615,股票指数,鹏华基金,3.58亿,1.6436,1.6580,1.7180,-0.87,0.42,3.24,2.92,7.45,2.09,20.49,44.68,23.64,制造业,39.76%,金融业,30.63%,净值型,2018-03-16
鹏华丰泽债券(LOF),160618,债券型,鹏华基金,1.83亿,1.1612,1.1610,1.5260,0.02,0.09,0.35,1.13,1.04,1.04,2.56,4.69,13.94,金融业,4.24%,,,净值型,2018-03-16
鹏华盛世创新混合(LOF),160613,混合型,鹏华基金,0.99亿,1.2443,1.2540,2.4250,-0.77,0.97,3.21,-0.02,7.47,-1.63,10.52,39.39,39.67,制造业,58.62%,金融业,13.92%,净值型,2018-03-16
鹏华丰润债券(LOF),160617,债券型,鹏华基金,20.81亿,1.0182,1.0180,1.4760,0.02,0.20,0.59,1.60,0.89,1.39,1.90,2.67,10.56,金融业,0.01%,制造业,0.01%,净值型,2018-03-16
鹏华优质治理混合(LOF),160611,混合型,鹏华基金,10.41亿,0.7765,0.7840,0.9130,-0.96,-0.63,3.57,-3.09,-7.55,-3.33,-11.21,-4.51,-15.35,制造业,50.41%,采矿业,8.36%,净值型,2018-03-16
鹏华价值优势混合(LOF),160607,混合型,鹏华基金,23.79亿,0.8153,0.8230,4.3050,-0.94,-0.60,4.57,4.83,13.39,2.49,23.83,49.70,39.16,制造业,43.22%,建筑业,9.67%,净值型,2018-03-16
鹏华丰收债券,160612,债券型,鹏华基金,27.70亿,1.1503,1.1500,1.6260,0.02,-0.17,0.26,2.13,1.95,1.32,4.07,9.24,13.99,房地产业,8.11%,制造业,1.36%,净值型,2018-03-16
